"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X203086.40..",0.4203,0.5016,0.4912,0.2667,0.4817,0.4805,0.4816,0.4848,0.4816,0.443,0.4736,0.4921,0.4904,0.478,0.5,0.4477,0.4506,0.5053,0.5182,0.3977,0.4394
"X203906.12..",0,0.027,0,0,0.04,0,0,0,0.05,0.037,0.0333,0,0.025,0,0,0,0.0292,0.0256,0,0.0966,0
"X204149.47..",0.337,0.3571,0.5029,0.4545,0.3289,0.3621,0.4079,0.3824,0.3553,0.3917,0.4126,0.3579,0.2917,0.456,0.4,0.4088,0.4353,0.431,0.4,0.4723,0.3221
"X204172.45..",0,0,0,0,0,0.0333,0,0.0455,0,0,0,0.05,0.025,0.0714,0,0.037,0.0435,0.0256,0,0,0.0435
"X204343.12..",0.3312,0.3744,0.5088,0.5238,0.5099,0.3415,0.4625,0.4935,0.4895,0.4239,0.4368,0.3553,0.4051,0.5128,0.55,0.4083,0.4848,0.4929,0.5182,0.5066,0.4118
"X204374.8..",0.3351,0.3825,0.5058,0.4636,0.5099,0.4138,0.4921,0.461,0.45,0.453,0.4379,0.3263,0.4538,0.511,0.5333,0.4373,0.491,0.4992,0.5273,0.5057,0.4763
"X204473.16..",0.0815,0.1959,0.3421,0.0909,0.3017,0.1552,0.3263,0.2833,0.1842,0.2009,0.1839,0.05,0.0962,0.2582,0.2,0.1709,0.1741,0.2873,0.1727,0.1601,0.05
"X204569.46..",0.0455,0.0634,0.193,0.2619,0.1196,0.1245,0.1978,0.1762,0.2339,0.1245,0.0655,0.1842,0.0962,0,0,0.0815,0.1582,0.0519,0.1727,0.2738,0.114
"X204768.24..",0,0.0788,0,0.0909,0,0,0.1421,0.1299,0.0974,0.037,0,0.05,0.0494,0,0,0.1068,0.0983,0.0749,0.3182,0.0333,0.05
"X204896.29..",0,0.027,0.0526,0.0909,0.04,0,0,0,0,0.0726,0.0966,0,0,0,0.1667,0,0.0147,0.0506,0,0.0966,0.0435
"X205548.17..",0.2228,0.1345,0.1023,0.1727,0.1621,0.0677,0,0.0887,0.1421,0.1709,0.2598,0.05,0.0494,0.0714,0,0.2308,0.0983,0.1036,0.1727,0.2765,0.05
"X205577.50..",0,0.0286,0.1023,0.1,0,0.0754,0.0556,0.1299,0.05,0,0,0.0974,0,0,0,0,0.0296,0.0533,0,0.0655,0
"X206218.23..",0,0.0548,0.1023,0,0.1833,0.1349,0.0974,0.1299,0.0974,0.1833,0.0966,0.0974,0.1615,0.2692,0.25,0.0754,0.1247,0.101,0.1727,0.0357,0.05
"X206274.11..",0,0.1802,0.0667,0.1727,0.0435,0.0345,0,0.0476,0.05,0.04,0,0,0.0992,0,0,0.0726,0.0748,0.0563,0,0.1045,0.085
"X206570.7..",0.4683,0.4437,0.3947,0.4636,0.4983,0.5034,0.4079,0.4589,0.4289,0.4758,0.454,0.4526,0.4795,0.5165,0.3333,0.4929,0.498,0.49,0.4818,0.4253,0.4743
"X207020.40..",0.15,0.1092,0.0526,0,0.0815,0.0655,0.0974,0,0,0.1083,0.0655,0.05,0.025,0,0,0.0726,0.0849,0.0768,0.2455,0,0.085
"X207277.69..",0.4117,0.4234,0.2719,0.5,0.3483,0.4494,0.2237,0.4437,0.3842,0.3718,0.4264,0.3289,0.3532,0.3462,0.4,0.3291,0.3466,0.3455,0.4091,0.3793,0.4466
"X208553.39..",0.0435,0.027,0.1654,0.125,0.085,0,0.1208,0.0455,0.1421,0.1068,0.0655,0.0588,0.0494,0.1374,NA,0.115,0.141,0.0749,0,0,0.05
"X208879.56..",0,0.131,0,0,0,0.0677,0.05,0,0,0.0754,0,0.05,0.0962,0,0,0.0385,0.0147,0.0985,0.1727,0,0
"X208932.42..",0.115,0.0533,0.193,0.1727,0.1833,0.1264,0.2263,0.2056,0.1,0.1396,0.0655,0.05,0.1404,0.1374,0.1667,0.1396,0.1245,0.1653,0.0909,0.0333,0.1621
"X209078.48..",0,0,0,0,0.1167,0,0.05,0.1357,0,0.037,0.0333,0,0.025,0,0,0,0.0292,0,0.1727,0.0333,0
"X210110.64..",0.2536,0.2689,0.2339,0.2545,0.164,0.2835,0.2719,0.21,0.2632,0.1709,0.2103,0.1023,0.1821,0.1374,0.2,0.2677,0.2004,0.2112,0.1727,0.2586,0.164
"X210715.62..",0.1517,0.1276,0,0.1818,0.0783,0.0333,0.1421,0,0.1421,0.1396,0.0333,0.1447,0.0962,0,0,0.0726,0.0435,0.0256,0.0909,0,0
"X210756.34..",0.115,0.081,0.307,0.0909,0,0.0966,0.1842,0.0887,0.0974,0.1724,0.0333,0.1842,0,0.0714,0,0.1396,0.0983,0.2449,0.0909,0.0333,0.0435
"X211134.48..",0.39,0.4009,0.193,0.3182,0.4203,0.2816,0.2605,0.3593,0.3263,0.3063,0.346,0.3263,0.3923,0.3462,0.3,0.3533,0.3628,0.3988,0.3091,0.3632,0.2648
"X211201.33..",0.425,0.2833,0.3129,0.1818,0.1976,0.3264,0.1421,0.1688,0.0974,0.3063,0.3276,0,0.2923,0.3516,0.5333,0.2293,0.2735,0.3656,0.3091,0.3034,0.2605
"X211724.29..",0.2554,0.1832,0.2719,0.1727,0.1621,0.1563,0.2237,0.1688,0.2237,0.2009,0.2155,0.2263,0.1437,0.2582,0.1667,0.1396,0.1262,0.1913,0.2455,0.2167,0.1621
"X211840.21..",0,0.1036,0,0,0.04,0.0655,0,0,0,0.0726,0.0333,0.05,0.0962,0,0,0.037,0.0147,0.0519,0.0909,0,0
"X211927.25..",0.2826,0.2689,0.2719,0.2917,0.337,0.2976,0.2605,0.3571,0.3316,0.3615,0.2345,0.3579,0.2397,0.2527,0,0.3154,0.2967,0.3044,0.4545,0.3823,0.193
"X212395.65..",0.1833,0.1276,0.1023,0.1727,0.2826,0.1264,0.2237,0.0887,0.05,0.2009,0.1552,0.2263,0.2583,0.3022,0.4,0.2578,0.1372,0.2072,0.0909,0.1264,0.2628
"X212810.44..",0.3098,0.2748,0.1491,0.1889,0.2228,0.2092,0.2237,0.2167,0.2974,0.2023,0.1552,0.1842,0.2224,0.1374,0,0.2293,0.2531,0.3144,0.1727,0.0966,0.1357
"X213096.61..",0.0815,0.0881,0.1023,0.1111,0.0435,0.037,0.05,0.0455,0.1421,0.037,0.1552,0.05,0.0962,0.0714,0,0.0726,0.0586,0.0519,0.3091,0.1601,0.1023
"X213566.14..",0,0.027,0,0,0,0.0333,0,0,0,0.037,0,0,0.0494,0,0,0.037,0.0292,0,0,0.0966,0
"X213827.57..",0.15,0.2162,0.2339,0,0.1833,0.1563,0.2237,0.2056,0.1842,0.037,0.0655,0.1842,0.2019,0.2527,0,0.1396,0.162,0.1437,0.3091,0.1828,0.1976
"X213997.37..",0.215,0.1509,0.3713,0.3091,0.2536,0.2839,0.3842,0.2403,0.2605,0.2593,0.2092,0.4105,0.2224,0.1374,0.4,0.3504,0.2419,0.33,0.1727,0.2092,0.3478
"X215127.61..",0.0417,0.027,0.193,0,0.04,0.1264,0.05,0.0887,0.1421,0,0.0333,0.0974,0.0968,0.1374,0,0.1396,0.0983,0.0256,0.0909,0.0655,0.0455
"X215766.38..",0.1576,0.1155,0,0,0,0.0754,0.1053,0,0,0.0754,0,0.0526,0.0737,0,0,0,0.0149,0.0556,0,0,0.05
"X215921.11..",0.0783,0.2269,0.1491,0.1727,0.0435,0.1264,0.1842,0.0455,0.05,0.1724,0.1563,0.2263,0.2212,0.0714,0.3,0.2293,0.1975,0.2312,0.0909,0.1552,0.2945
"X216019.33..",0.4264,0.3654,0.4211,0.5,0.4567,0.35,0.3833,0.3976,0.4816,0.3623,0.4402,0.4444,0.3667,0.3864,0.5333,0.3267,0.4368,0.4168,0.3727,0.4782,0.424
"X216776.23..",0.0435,0.2277,0.1491,0,0.2554,0.1299,0.3099,0.3052,0.2947,0.1108,0.2356,0.2605,0.2404,0.3269,0.45,0.1769,0.1911,0.1653,0.1727,0.3253,0.2132
"X216876.21..",0.5072,0.4746,0.5175,0.5091,0.5127,0.4805,0.4974,0.5087,0.4974,0.4843,0.4793,0.5026,0.5045,0.5165,0.55,0.4969,0.4964,0.5047,0.5182,0.5049,0.4763
"X217038.58..",0.0783,0.027,0,0,0.04,0.0966,0.1447,0,0.05,0,0.0655,0.05,0.0494,0.2527,0,0,0.0435,0.0506,0.0909,0.1828,0
"X217070.23..",0.0783,0.1036,0.193,0.1727,0.2733,0.1563,0.0974,0.1688,0.1447,0.2578,0.0966,0,0.0968,0.0714,0,0.037,0.0986,0.1437,0.0909,0.0655,0.1245
"X217165.30..",0.2862,0.3516,0.193,0.0909,0.3116,0.3241,0.1842,0.303,0.1842,0.1709,0.3253,0.4105,0.2583,0.1978,0,0.2564,0.2728,0.2807,0.2545,0.2092,0.3052
"X217330.6..",0.0435,0,0.1023,0.1667,0.0435,0,0,0.0455,0,0,0.0333,0.05,0.025,0,0,0,0.0149,0.027,0,0,0
"X217356.6..",0.2167,0.35,0.193,0.1727,0.1902,0.3621,0.1421,0.2056,0.1421,0.2835,0.1276,0.1842,0.2397,0,0.3,0.3077,0.1975,0.2072,0.2455,0.2092,0.1996
"X217507.19..",0.0929,0.0286,0,0.1,0.0435,0,0,0.0887,0,0.04,0.0333,0.05,0,0.0714,0,0.037,0.0305,0.0263,0,0,0
"X217876.21..",0,0.027,0,0.0909,0.0417,0.0655,0.05,0.0455,0.05,0.0726,0.0333,0,0.025,0.0714,0,0.037,0.0292,0.0256,0.2455,0.0333,0
"X217931.28..",0.5,0.4577,0.45,0.5536,0.4221,0.4567,0.424,0.4526,0.4289,0.4964,0.3977,0.415,0.4981,0.4394,0.4,0.4829,0.4529,0.4955,0.3182,0.4402,0.4269
"X217982.24..",0.15,0.0533,0.0526,0.1727,0.115,0.1828,0.1421,0.0455,0.05,0.037,0.0333,0,0.0731,0,0.1667,0.1396,0.0849,0.0506,0,0.0333,0.1245
"X218191.18..",0.1833,0.1517,0.0526,0,0.115,0.0333,0,0.0887,0,0.1396,0.0333,0.1842,0.0962,0,0,0.1068,0.0292,0.0506,0.2455,0.0655,0.1976
"X218333.62..",0.3,0.3761,0.1023,0.2455,0.1833,0.3839,0.1421,0.2727,0.1421,0.2821,0.1828,0.0974,0.1622,0.4231,0.45,0.2564,0.2632,0.3151,0.3091,0.2586,0.164
"X218371.59..",0.0815,0.0563,0,0.0909,0.2628,0.1318,0.0974,0.1299,0.0974,0.2023,0.0333,0.0974,0.0731,0.1474,0,0.1396,0.1,0.0519,0,0.0998,0.0887
"X218915.67..",0.4764,0.4588,0.307,0.3636,0.4221,0.5069,0.3553,0.4394,0.4632,0.5085,0.4506,0.4132,0.4679,0.4451,0.5333,0.4915,0.4647,0.5,0.5273,0.4379,0.3953
"X218986.21..",0.2648,0.1778,0.0526,0,0,0.2312,0.1978,0.1299,0.1421,0.1621,0.0333,0.1842,0.141,0.1474,0,0,0.0583,0.1952,0,0.0677,0.0556
"X219370.51..",0.4967,0.4992,0.4649,0.5091,0.5099,0.5034,0.5026,0.5087,0.4974,0.5085,0.5046,0.5105,0.4987,0.4945,0.5667,0.5057,0.4954,0.4992,0.5,0.4989,0.474
"X219458.18..",0.1196,0.081,0,0.1429,0.15,0.2222,0,0.0887,0.1421,0.0815,0.0333,0.0974,0.0962,0.0769,0,0.037,0.0441,0.1044,0.2455,0.0345,0
"X219605.24..",0.3842,0.4487,0.2719,0.2917,0.4929,0.4729,0.3419,0.4048,0.2974,0.4117,0.3805,0.4211,0.3256,0.4176,0.55,0.4366,0.3378,0.3341,0.3091,0.404,0.319
"X219975.69..",0.2733,0.0788,0.1023,0.1727,0.1833,0.1828,0.2237,0.2403,0.1842,0.1396,0.2356,0.3605,0.1827,0.2527,0.4,0.1396,0.162,0.2456,0.0909,0.2345,0.2312
"X220277.14..",0.4433,0.5017,0.4739,0.5182,0.5079,0.4805,0.5,0.4957,0.5053,0.5028,0.5115,0.5088,0.5038,0.5165,0.5,0.5085,0.5032,0.505,0.4667,0.453,0.496
"X220492.12..",0,0.1092,0,0.2455,0.0815,0,0.05,0.0455,0,0.0726,0.0333,0,0.1186,0.0714,0.1667,0.1709,0.0713,0.1472,0.0909,0.0333,0.085
"X220900.34..",0.4076,0.467,0.4649,0.3182,0.5,0.4828,0.4895,0.4242,0.4316,0.4658,0.4115,0.4316,0.4686,0.3516,0.4667,0.4259,0.4407,0.4501,0.3333,0.4943,0.474
"X221119.13..",0.5083,0.5008,0.5058,0.5364,0.505,0.4966,0.4868,0.5087,0.4684,0.5014,0.4701,0.4921,0.4987,0.5,0.5333,0.4943,0.5007,0.5,0.4636,0.4517,0.496
"X221190.18..",0.1558,0.0788,0.0526,0.1727,0.2167,0.0966,0.1421,0.2727,0,0.2293,0.0966,0.0974,0.1404,0.1374,0.1667,0.0726,0.1497,0.1653,0.3727,0.1828,0.1976
"X221437.30..",0.2228,0.2169,0.1491,0.35,0.1558,0.2167,0.1978,0.3167,0.2632,0.2905,0.1563,0.1842,0.275,0.2179,0.2,0.3478,0.1843,0.3044,0.3333,0.1601,0.261
"X221871.52..",0.2312,0.1345,0.0526,0.1111,0.115,0.1613,0.1569,0.1299,0.0974,0.1785,0.1828,0.2237,0.0731,0.2527,0.4167,0.2467,0.2119,0.081,0.1,0.0998,0.2451
"X222399.39..",0.2572,0.1509,0.0526,0,0.04,0.1884,0.0974,0.2056,0.05,0.1108,0,0.1447,0.141,0,0,0.037,0.0724,0.0985,0,0,0.0929
"X222620.35..",0.1558,0.2429,0.1491,0.1727,0.1245,0.2356,0.3,0.1299,0.1842,0.1068,0.1264,0.0974,0.0962,0.2527,0,0.1068,0.1646,0.1734,0.2455,0.2103,0.2167
"X223022.30..",0.1833,0.0788,0.1491,0.0909,0.275,0.0655,0.0974,0.2403,0.05,0,0.1828,0.1842,0.0731,0.1374,0,0.0726,0.1115,0.0256,0,0.1264,0.0435
"X223586.7..",0,0,0.1023,0.1727,0,0,0,0.0455,0,0,0.0333,0.05,0,0.0714,0.2,0.1068,0.0147,0.0256,0,0,0
"X225657.26..",0.3283,0.2277,0.3743,0.3091,0.1976,0.3977,0.3816,0.4264,0.3868,0.3063,0.3632,0.4474,0.2577,0.3846,0,0.4644,0.399,0.3514,0.2455,0.3621,0.4328
"X226389.44..",0.4783,0.47,0.4795,0.4545,0.4402,0.4954,0.5105,0.4857,0.4684,0.51,0.508,0.45,0.4795,0.5165,0.5333,0.4972,0.4967,0.4784,0.5273,0.4335,0.504
"X226526.37..",0.04,0.0788,0,0.0909,0.1167,0.0333,0,0.0455,0,0.0726,0.0333,0.1421,0.025,0.0714,0.1667,0.0726,0.0292,0.0506,0,0.0966,0.085
"X227474.32..",0.3517,0.2286,0.3977,0.4545,0.4466,0.4621,0.2605,0.3593,0.4526,0.1709,0.2828,0.3579,0.2404,0.1978,0.3,0.2835,0.3382,0.3357,0.2455,0.3966,0.2312
"X229434.62..",0.1833,0.1092,0.1053,0,0.1621,0.1264,0.1447,0.1299,0.05,0.2023,0.2586,0.1868,0.3929,0.2527,0.2,0.037,0.1624,0.2312,0,0.1264,0.1245
"X230274.66..",0.5109,0.4009,0.3713,0.5,0.4746,0.4701,0.4658,0.5087,0.4316,0.5017,0.4391,0.4658,0.3673,0.3718,0.6,0.4729,0.4875,0.4943,0.3182,0.4877,0.4912
"X230513.12..",0.04,0.1036,0.1023,0,0.0783,0.0655,0.2632,0.1688,0.0974,0.1396,0.0655,0.2237,0.025,0,0,0.2009,0.1499,0.0985,0.0909,0.0333,0.1245
"X230933.22..",0.4348,0.3403,0.1491,0.125,0.3478,0.36,0.2843,0.1688,0.3289,0.3,0.2356,0.2451,0.2923,0.3205,0.1667,0.2908,0.2313,0.3307,0.5091,0.3426,0.2263
"X231019.49..",0.37,0.4985,0.2749,0.4818,0.4656,0.4149,0.4132,0.4437,0.4658,0.406,0.3816,0.2947,0.4532,0.456,0.3,0.4829,0.4418,0.442,0.5273,0.4701,0.413
"X231097.46..",0.0783,0.0278,0.1023,0,0.1558,0,0.05,0.0455,0,0,0.0333,0,0.0962,0.1374,0.3,0.037,0,0.0506,0,0.0333,0.085
"X231565.14..",0.3877,0.3084,0.3947,0.2917,0.3289,0.4231,0.4269,0.4242,0.3605,0.34,0.4126,0.4053,0.3545,0.3901,0.35,0.34,0.3955,0.3423,0.1727,0.1828,0.4971
"X231627.19..",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"X232657.37..",0.1833,0.0788,0.0526,0,0.1517,0.0966,0.05,0.0887,0.0974,0.037,0.1828,0.0974,0.1622,0.0714,0.1667,0.037,0.1245,0.0506,0.1727,0.1264,0.1688
"X232829.41..",0.15,0.184,0.0526,0.1727,0.0815,0.1552,0.1842,0.1299,0.2974,0.1709,0.1839,0.0526,0.1404,0.1978,0.2,0.2023,0.2094,0.1906,0,0.2828,0.0435
"X233559.20..",0.3,0.476,0.5175,0.5182,0.49,0.4644,0.4684,0.4848,0.4789,0.4402,0.4391,0.4289,0.4545,0.511,0.5333,0.4416,0.4557,0.3995,0.5182,0.4103,0.4921
"X234215.50..",0.04,0.256,0.193,0.0909,0.15,0.1828,0.05,0.1688,0.1421,0.1396,0.1264,0.1842,0.2019,0.2527,0.1667,0.1396,0.1115,0.1437,0.0909,0.1563,0.085
"X234260.68..",0.2467,0.1276,0.1959,0.4727,0.3605,0.2092,0.1842,0.0887,0.3868,0.3932,0.1828,0.1842,0.2224,0.3022,0.4667,0.3063,0.2313,0.2078,0.3182,0.2839,0.1245
"X234298.16..",0.5127,0.5076,0.3235,0.4583,0.4941,0.5077,0.45,0.5105,0.4947,0.5085,0.5023,0.5132,0.4673,0.5055,0.4,0.5,0.4903,0.505,0.5091,0.5057,0.4912
"X234470.30..",0.04,0.0533,0,0.0909,0.04,0.0655,0.1842,0.0887,0.05,0,0.0333,0.1842,0.025,0,0,0.0726,0.0435,0.0985,0.1727,0.0655,0.1976
"X234978.15..",0.2826,0.2748,0.2719,0.2667,0.245,0.1552,0.2947,0.2727,0.1421,0.3305,0.0966,0.1421,0.2923,0.456,0.4,0.1709,0.162,0.2807,0.2545,0.2356,0.3452
"X235005.64..",0.2467,0.1952,0.4503,0.1727,0.215,0.2092,0.1842,0.0887,0.0974,0.2023,0.2345,0.2947,0.1827,0.2527,0.1667,0.3305,0.2834,0.2814,0.3636,0.2092,0.3221
"X235852.11..",0.1299,0.2269,0.193,0.2455,0.3098,0.1396,0.2574,0.2403,0.3579,0.3519,0.2345,0.3842,0.1821,0.2692,0,0.1785,0.2768,0.3167,0.1727,0.266,0.2632
"X236130.40..",0.4117,0.238,0.0526,0.0909,0.15,0.2828,0.1,0.2078,0.0974,0.2293,0.1563,0.1421,0.2404,0.1978,0,0.2009,0.1741,0.2807,0.3091,0.2356,0.1976
"X236185.13..",0.0815,0.0533,0.1491,0,0,0.037,0.0974,0,0,0.037,0,0,0.0494,0,0.35,0.1108,0.1131,0.0749,0,0.0333,0.0974
"X236407.17..",0.115,0.1063,0,0,0,0.1264,0.05,0.0887,0,0.1068,0,0,0,0,0,0.037,0.0983,0.0519,0.1727,0.0966,0.085
"X236925.26..",0.0417,0.0278,0,0.1889,0,0,0.0974,0.1762,0.05,0.1068,0.0966,0.1491,0,0.1374,0,0.1709,0.1978,0.1472,0,0.1264,0.0476
"X237296.6..",0.4667,0.4707,0.5175,0.5273,0.4983,0.5046,0.5,0.5087,0.5132,0.5071,0.5103,0.4921,0.4891,0.5055,0.5333,0.49,0.5042,0.5057,0.5,0.4805,0.5099
"X237492.35..",0.0833,0.2479,0.193,0.2667,0.325,0.2155,0.2605,0.3312,0.1421,0.2293,0.2586,0.0974,0.1404,0.3654,0.25,0.1068,0.1247,0.1472,0.0909,0.2609,0.1421
"X237636.15..",0.3351,0.4079,0.462,0.4821,0.381,0.4544,0.415,0.5071,0.5,0.3917,0.3966,0.4895,0.4147,0.3956,0.5,0.3917,0.4091,0.4143,0.4273,0.42,0.2974
"X237751.23..",0,0.0579,0,0.1429,0,0,0.0625,0,0.05,0.0385,0.0655,0,0.0731,0,0,0.0385,0.0745,0,0.0909,0.1552,0.0974
"X237978.52..",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5011,0.5,0.5,0.5,0.5,0.5,0.4993,0.5,0.5,0.5,0.5
"X238256.24..",0,0,0.1491,0.125,0,0,0,0,0.05,0.0455,0.0333,0,0.025,0,0.25,0.0385,0,0,0.0909,0,0
"X238649.6..",0.1196,0.081,0.0526,0.1727,0.115,0.1305,0.1421,0.0887,0.05,0.1396,0.0655,0.05,0.1404,0.2692,0.4333,0.037,0.1115,0.1862,0,0.0655,0.1023
"X238702.7..",0.115,0.027,0.0526,0.0909,0.115,0.0333,0.0974,0.0455,0.0974,0,0.1552,0.0974,0.025,0.0714,0,0.037,0.0575,0.0506,0,0.0333,0.085
"X238792.48..",0.4783,0.488,0.4649,0.5,0.496,0.5,0.4575,0.5065,0.5079,0.4915,0.4724,0.4789,0.4686,0.4679,0.4167,0.4831,0.4745,0.497,0.5182,0.4926,0.415
"X238929.15..",0.5083,0.5045,0.4591,0.5091,0.4817,0.5057,0.4105,0.4913,0.3868,0.4444,0.4862,0.5105,0.4429,0.4725,0.5333,0.49,0.4636,0.4933,0.4818,0.4989,0.4862
"X239552.37..",0.4283,0.4395,0.3713,0.4111,0.2403,0.3933,0.4132,0.3289,0.3421,0.4758,0.4552,0.415,0.332,0.3409,0.3,0.4402,0.3671,0.2421,0.5273,0.4926,0.152
"X239637.21..",0.1196,0.027,0.0526,0.0909,0.115,0.1305,0,0.0455,0.05,0.0726,0.1276,0.0974,0.0962,0,0,0.037,0.0713,0.0985,0.0909,0.0966,0.0455
"X240741.67..",0.0887,0.0563,0.1491,0.1667,0.1833,0.0887,0.1654,0.0455,0.0974,0,0.0966,0.1569,0.1186,0.1591,0,0,0.1131,0.0548,0.1,0.1068,0.2059
"X240987.23..",0.3017,0.4444,0.3421,0.3636,0.3605,0.3253,0.4079,0.4935,0.4289,0.3519,0.4126,0.4789,0.3526,0.511,0.3,0.3718,0.4467,0.3866,0.4545,0.4264,0.4308
"X241805.51..",0,0.1044,0.2339,0.1727,0.115,0.0655,0.1842,0.2403,0.05,0.1709,0.0966,0.1421,0.0962,0,0.4,0.1068,0.1497,0.1437,0.0909,0.1264,0.085
"X242128.31..",0.4983,0.4752,0.3713,0.5273,0.51,0.4391,0.5132,0.4957,0.4447,0.5057,0.4391,0.4263,0.4449,0.5165,0.5333,0.4744,0.4853,0.4588,0.5182,0.4249,0.5079
"X242173.30..",0,0.1276,0.0526,0,0.0783,0,0.1421,0.1762,0.05,0,0.0655,0,0.0731,0.1474,0.1667,0.0726,0.0575,0,0.0909,0.0333,0.0435
"X242802.36..",0.215,0.1036,0.193,0,0.215,0.0966,0.05,0.1688,0,0.0726,0.0655,0.05,0.0962,0.0714,0.1667,0.1068,0.0983,0.1215,0.2455,0.1828,0.1245
"X242911.51..",0.0783,0.027,0.0526,0.0909,0,0.0333,0,0.0887,0.0974,0.037,0.0966,0,0.0962,0.1374,0,0.037,0.0435,0.0519,0,0.1264,0.0435
"X242975.16..",0.2572,0.205,0.4181,0,0.2312,0.2368,0.2632,0.0887,0.2974,0.2009,0.1264,0.3289,0.2583,0.3956,0,0.2009,0.287,0.2112,0.2778,0.2092,0.1996
"X243384.56..",0.1265,0.2162,0.4301,0.3889,0.1833,0.1667,0.4132,0.3571,0.3289,0.3267,0.3644,0.3289,0.309,0.3269,0.3333,0.3717,0.3457,0.3724,0.4545,0.4335,0.2368
"X244078.50..",0.4873,0.3802,0.2719,0.2917,0.48,0.414,0.4289,0.3615,0.3842,0.3718,0.4126,0.3316,0.4455,0.4505,0.5333,0.3932,0.3705,0.4389,0.2667,0.4569,0.3289
"X244180.60..",0.325,0.2763,0,0.2545,0.15,0.3046,0.2605,0.1688,0.1842,0.2293,0.2345,0.0974,0.3788,0.1374,0,0.2564,0.2201,0.2814,0.0909,0.2586,0.1265
"X245103.16..",0,0.0597,0.1023,0,0.2536,0,0.1078,0.3074,0.0974,0.0815,0.1264,0.193,0.1192,0.0833,0.25,0.0435,0.0461,0.0548,0.0909,0.1601,0.0588
"X245936.20..",0.245,0.3252,0.0526,0.3273,0,0.2828,0.2263,0.0455,0,0.2009,0.2356,0.1842,0.2026,0.2527,0.1667,0.0726,0.1859,0.2873,0,0.1264,0.1621
"X245978.7..",0.0435,0,0,0,0,0.0357,0,0.0455,0.0974,0.0754,0,0,0.0494,0,0,0.0385,0.0149,0.027,0.0909,0.0333,0
"X246215.41..",0.4656,0.5053,0.5,0.5139,0.495,0.3522,0.5146,0.5087,0.5158,0.5046,0.5069,0.5053,0.5013,0.4697,0.5,0.5071,0.5036,0.4955,0.5273,0.4966,0.5029
"X246351.59..",0.325,0.3183,0.4211,0.1727,0.337,0.1264,0.3289,0.3312,0.3579,0.3305,0.3253,0.2632,0.4808,0.1374,0.4,0.3319,0.3119,0.3596,0.2455,0.4264,0.2945
"X246441.50..",0.1976,0.3654,0.4181,0.4182,0.3429,0.3995,0.3868,0.2727,0.3895,0.34,0.3264,0.4079,0.2917,0.4231,NA,0.3504,0.3887,0.3208,0.3889,0.4749,0.3579
"X246513.52..",0.1902,0.0533,0.1491,0.1889,0.115,0.037,0.1569,0.2056,0.05,0.2385,0.1552,0.05,0.0731,0.1978,0.1667,0.0385,0.1131,0.0985,0.0909,0.1884,0.1357
"X246594.26..",0.5072,0.4767,0.3421,0.5182,0.4933,0.5074,0.4895,0.4738,0.4632,0.4915,0.5103,0.5117,0.5038,0.5165,0.4,0.4943,0.5007,0.505,0.4727,0.4828,0.474
"X246825.31..",0.0417,0,0,0,0,0,0.1023,0,0.0974,0,0.0333,0,0.025,0,0,0,0.0622,0,0,0.0345,0
"X247015.50..",0.0417,0.027,0,0,0,0.0345,0,0,0,0,0,0,0.0749,0,0,0,0.0292,0.0533,0.0909,0,0
"X247267.32..",0.4267,0.4955,0.4591,0.3636,0.4348,0.4839,0.4289,0.3074,0.4658,0.453,0.454,0.4947,0.4359,0.456,0.5,0.3946,0.4124,0.4507,0.3182,0.3816,0.4723
"X247304.6..",0,0,0,0,0.0435,0,0.05,0.1299,0.0974,0,0,0,0,0.0714,0.2,0,0.0147,0,0,0.0333,0
"X248066.8..",0.15,0.1036,0,0,0.1558,0.0966,0.2237,0.2056,0.2237,0.141,0,0.1842,0.0962,0.1978,0.3,0.1709,0.1245,0.0749,0.2455,0.1264,0.2332
"X248215.47..",0.1976,0.131,0.2339,0,0.2628,0.164,0,0.1299,0.0974,0.2312,0.0333,0.05,0.141,0.1474,0.2,0.1621,0.1356,0.2214,0.2455,0.1944,0.0526
"X248364.24..",0.325,0.1959,0.1023,0.0909,0.115,0.3264,0.1421,0.0887,0.2632,0.3091,0.0966,0.1421,0.2212,0.2582,0.1667,0.3319,0.1745,0.2982,0.3091,0.0966,0.2312
"X248423.41..",0.1902,0.2479,0.193,0.3818,0.2628,0.2828,0.2605,0.2403,0.2237,0.1709,0.3034,0.0526,0.2019,0.3022,0,0.2835,0.273,0.2312,0,0.2816,0.3202
"X248667.34..",0.115,0.1548,0,0.1727,0.215,0.1264,0.0974,0.1688,0.0974,0.141,0.1828,0.0974,0.1615,0,0,0.1068,0.1245,0.1653,0,0.0998,0.085
