id,q1,q2,q3,q4,q5,q6,q7,PHt.x,pop.x,sex,length.x,date,trip_start_date,field_season,breeding_year_sampled,oto_age.x,birth_breeding_season,age_in_2017_season,natal_region_microchem,stocked_microchem,lat.x,long.x,sibling_group.x,inferred_stocked.x,inferred_stocked_conservative,pop.y,sex.gonads,sex.x,oto_age.y,length.y,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat.y,long.y,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1,sibling_group.y,natal_region.2,stocked_oto,inferred_stocked.y,inferred_stocked_conservative,PHt.y,Hs_obs,Hs_exp,IR,HL
GOP573,0.9863,0.001,0.0015,0.0017,0.0072,0.001,0.0013,0.243793103,L_MURRAY,NA,NA,NA,7/5/2018,2017-2018,2017,NA,NA,NA,NA,,-34.09616,140.76444,NA,UNKNOWN,UNKNOWN,L_MURRAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 517,Macquaria ambigua,2017-2018,,,,Lower Murray,Murtho,,-34.09616,140.76444,7/5/2018,CEW LTIM Cat 3,,374,NA,,,,NA,NA,,NA,GP 517,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,C,8,NA,GP 517,,GOP573,GP 517,GP 517,,GP 517,Lower Murray,7/5/2018,,GP 517,,,NA,,NA,,,,,,No sample provided,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.243793103,1.052909021,1.08429937,-0.060812718,0.627185644
GOP597,0.9845,0.0057,0.0023,0.0023,0.0023,0.0013,0.0015,0.22191592,MULLAROO_LINDSAY,NA,NA,NA,20/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.09547,141.06583,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report Card EP a008,Macquaria ambigua,2017-2018,,,,Lindsay River,"Fished a 1700 section upstream Lindsay Point, accessed by unnamed track of Old Mail road, just before orchard.",Lindsay Point,-34.09547,141.06583,20/3/2018,Jason Lieschke; Andrew Pickworth,,378,732,,,,NA,NA,,NA,Report Card EP a008,,,,134689,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Acoustic tag 4262. Released between Higgins Cutting and Mullaroo junction.,4,2,0.2,NA,277,23.4,9.21,107.6,NA,16.4,0.76,NA,,,3,C,11,NA,Report Card EP a008,,GOP597,Report Card EP a008,Report Card EP a008,134689,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.22191592,0.95682461,0.985960663,0.000281049,0.653289081
GOP065,0.8961,0.001,0.0013,0.0804,0.0125,0.0042,0.0045,0.222183709,MULLAROO_LINDSAY,NA,NA,NA,15/3/2017,2016-2017,2016,NA,NA,NA,NA,,-34.10594,141.22887,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-26,Macquaria ambigua,2016-2017,,,,Mullaroo Creek,Fished from launch site upstream broken back bridge to 750 metres upstream.,,-34.10594,141.22887,15/3/2017,Justin O'Mahony; Scott Raymond,,361,765,,,,NA,NA,,NA,Report CD GP-26,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-26,,GOP065,Report CD GP-26,Report CD GP-26,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.222183709,0.95916063,0.987452224,0.000383141,0.657314333
GOP594,0.9848,0.001,0.0018,0.0012,0.0068,0.0033,0.001,0.223411602,MULLAROO_LINDSAY,NA,NA,NA,22/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.11253,141.21405,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report Card EP a013,Macquaria ambigua,2017-2018,,,,Mullaroo Creek,Fished from 300 metres downstream launch at Mullaroo number five campground to 620 metres upstream.,Number 5 Campground,-34.11253,141.21405,22/3/2018,Jason Lieschke; Andrew Pickworth,,391,834,,,,NA,NA,,NA,Report Card EP a013,,,,138743,,NA,Pit,NA,9.82E+14,NA,NA,,NA,,NA,NA,Acoustic tag 4267,3,1.3,0.2,NA,296,23.9,9.23,109.8,7.89,14.4,0.6,NA,,,3,H,10,NA,Report Card EP a013,,GOP594,Report Card EP a013,Report Card EP a013,138743,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.223411602,0.963966172,0.992534393,0.009805244,0.660099041
GOP595,0.9907,0.0012,0.0018,0.001,0.0013,0.0027,0.0013,0.224405377,MULLAROO_LINDSAY,NA,NA,NA,21/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.10681,141.20687,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 365,Macquaria ambigua,2017-2018,,,,Mullaroo Creek,Fished from 50 metres downstream the Little Mullaroo junction to 1100 metres upstream.,Little Mullaroo Junction,-34.10681,141.20687,21/3/2018,Graeme Hackett; Scott Raymond,,385,800,,,,NA,NA,,NA,GP 365,,,,134375,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4,1.3,0.2,NA,296,23.9,9.23,109.8,7.89,7.1,0.85,NA,,,3,A,11,NA,GP 365,,GOP595,GP 365,GP 365,134375,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.224405377,0.967780772,0.996837969,0.015593328,0.661731404
GOP600,0.986,0.0027,0.0025,0.0037,0.002,0.0018,0.0013,0.228728901,MULLAROO_LINDSAY,NA,NA,NA,19/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.15398,141.19124,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report Card EP a003,Macquaria ambigua,2017-2018,,,,Lindsay River,"Fished a 1200 metre section off unnamed track off river road, accessed just east of Lake Walla Walla.",Walla Walla,-34.15398,141.19124,19/3/2018,Jason Lieschke; Andrew Pickworth,,379,742,,,,NA,NA,,NA,Report Card EP a003,,,,134691,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Acoustic tag 4260,3.6,1.5,0.2,NA,1061,24.6,10.04,121,NA,7.6,0.5,NA,,,3,F,11,NA,Report Card EP a003,,GOP600,Report Card EP a003,Report Card EP a003,134691,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.228728901,0.986274663,1.015981318,-0.008705759,0.644738488
GOP598,0.9637,0.0017,0.0042,0.0023,0.0225,0.001,0.0047,0.228778468,MULLAROO_LINDSAY,NA,NA,NA,20/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.09547,141.06583,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report Card EP a004,Macquaria ambigua,2017-2018,,,,Lindsay River,"Fished a 1700 section upstream Lindsay Point, accessed by unnamed track of Old Mail road, just before orchard.",Lindsay Point,-34.09547,141.06583,20/3/2018,Jason Lieschke; Andrew Pickworth,,376,706,,,,NA,NA,,NA,Report Card EP a004,,,,134690,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Acoustic tag 4263. Released between higgins cutting and Mullaroo junction.,4,2,0.2,NA,277,23.4,9.21,107.6,NA,16.4,0.76,NA,,,3,D,11,NA,Report Card EP a004,,GOP598,Report Card EP a004,Report Card EP a004,134690,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.228778468,0.988715313,1.017804711,-0.025704854,0.638571118
GOP064,0.9852,0.0012,0.0012,0.0022,0.0012,0.0013,0.0078,0.229434224,MULLAROO_LINDSAY,NA,NA,NA,15/3/2017,2016-2017,2016,NA,NA,NA,NA,,-34.10594,141.22887,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-25,Macquaria ambigua,2016-2017,,,,Mullaroo Creek,Fished from launch site upstream broken back bridge to 750 metres upstream.,,-34.10594,141.22887,15/3/2017,Justin O'Mahony; Scott Raymond,,398,1122,,,,NA,NA,,NA,Report CD GP-25,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-25,,GOP064,Report CD GP-25,Report CD GP-25,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.229434224,0.987990962,1.017291942,-0.008660816,0.649337578
GOP596,0.9717,0.0067,0.0025,0.0037,0.0087,0.005,0.0018,0.230503796,MULLAROO_LINDSAY,NA,NA,NA,21/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.10681,141.20687,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 364,Macquaria ambigua,2017-2018,,,,Mullaroo Creek,Fished from 50 metres downstream the Little Mullaroo junction to 1100 metres upstream.,Little Mullaroo Junction,-34.10681,141.20687,21/3/2018,Graeme Hackett; Scott Raymond,,369,742,,,,NA,NA,,NA,GP 364,,,,134376,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4,1.3,0.2,NA,296,23.9,9.23,109.8,7.89,7.1,0.85,NA,,,3,B,11,NA,GP 364,,GOP596,GP 364,GP 364,134376,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.230503796,0.994461973,1.024698584,-0.016736842,0.644185131
GOP060,0.9868,0.001,0.001,0.0045,0.003,0.001,0.0027,0.231513476,MULLAROO_LINDSAY,NA,NA,NA,16/3/2017,2016-2017,2016,NA,NA,NA,NA,,-34.12311,141.13879,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-14,Macquaria ambigua,2016-2017,,,,Mullaroo Creek,"Fished from 650 metres downstream launch at the caravan, to 600 metres upstream.",,-34.12311,141.13879,16/3/2017,Jason Lieschke; Andrew Pickworth,,415,1128,,,,NA,NA,,NA,Report CD GP-14,,,,T - 157513,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-14,,GOP060,Report CD GP-14,Report CD GP-14,T - 157513,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.231513476,0.99976636,1.029844918,-0.016957184,0.643150906
GOP599,0.9817,0.0038,0.0028,0.0052,0.001,0.0035,0.002,0.233367804,MULLAROO_LINDSAY,NA,NA,NA,20/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.13124,141.13137,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report Card EP a005,Macquaria ambigua,2017-2018,,,,Lindsay River,Fished a 1800 metre section approximatley 4 kilometres upstream the Mullaroo junction.,Army Bridge,-34.13124,141.13137,20/3/2018,Jason Lieschke; Andrew Pickworth,,426,1122,,,,NA,NA,,NA,Report Card EP a005,,,,137514,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Recapture. Acoustic tag 27997,3.2,2,0.2,NA,537,23.3,9.34,108.4,NA,13.3,0.51,NA,,,3,E,11,NA,Report Card EP a005,,GOP599,Report Card EP a005,Report Card EP a005,137514,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.233367804,1.006458473,1.036715289,-0.03514264,0.629396127
GOP078,0.9343,0.001,0.001,0.0595,0.002,0.0012,0.001,0.234345707,MULLAROO_LINDSAY,NA,NA,NA,15/3/2017,2016-2017,2016,NA,NA,NA,NA,,-34.05876,141.02715,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-04,Macquaria ambigua,2016-2017,,,,Lindsay river,Fished from Murray junction to 1500 metres upstream.,,-34.05876,141.02715,15/3/2017,Jason Lieschke; Andrew Pickworth,,376,824,,,,NA,NA,,NA,Report CD GP-04,,,,T - 137525,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-04,,GOP078,Report CD GP-04,Report CD GP-04,T - 137525,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.234345707,0.995548427,1.025956792,-0.031808063,0.634468438
GOP076,0.7438,0.2449,7.00E-04,0.0015,0.0038,0.0012,0.0042,0.23687193,MULLAROO_LINDSAY,NA,NA,NA,15/3/2017,2016-2017,2016,NA,NA,NA,NA,,-34.09547,141.06583,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report CD GP-03,Macquaria ambigua,2016-2017,,,,Lindsay river,"Fished a 1700 section upstream Lindsay Point, accessed by unnamed track of Old Mail road, just before orchard.",,-34.09547,141.06583,15/3/2017,Jason Lieschke; Andrew Pickworth,,350,616,,,,NA,NA,,NA,Report CD GP-03,,,,T - 137522,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,Report CD GP-03,,GOP076,Report CD GP-03,Report CD GP-03,T - 137522,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.23687193,1.012586704,1.042940492,-0.034509533,0.640721281
GOP593,0.9682,0.0043,0.0033,0.002,0.0123,0.002,0.0078,0.239737841,MULLAROO_LINDSAY,NA,NA,NA,22/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.11253,141.21405,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Report Card EP a011,Macquaria ambigua,2017-2018,,,,Mullaroo Creek,Fished from 300 metres downstream launch at Mullaroo number five campground to 620 metres upstream.,Number 5 Campground,-34.11253,141.21405,22/3/2018,Jason Lieschke; Andrew Pickworth,,410,964,,,,NA,NA,,NA,Report Card EP a011,,,,138742,,NA,Pit,NA,9.82E+14,NA,NA,,NA,,NA,NA,Acoustic tag 27992,3,1.3,0.2,NA,296,23.9,9.23,109.8,7.89,14.4,0.6,NA,,,3,G,10,NA,Report Card EP a011,,GOP593,Report Card EP a011,Report Card EP a011,138742,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.239737841,1.035713481,1.066478137,-0.064669085,0.627831107
GOP592,0.9858,8.00E-04,0.0023,0.0018,0.0017,0.0042,0.0033,0.241571081,MULLAROO_LINDSAY,NA,NA,NA,20/3/2018,2017-2018,2017,NA,NA,NA,NA,,-34.09502,141.2343,NA,UNKNOWN,UNKNOWN,MULLAROO_LINDSAY,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 354,Macquaria ambigua,2017-2018,,,,Mullaroo Creek,Fished a 560 metre section between broken back bridge & regulator.,Little Mullaroo Offtake,-34.09502,141.2343,20/3/2018,Graeme Hackett; Scott Raymond,,404,950,,,,NA,NA,,NA,GP 354,,,,136708 (Dart),,NA,,NA,NA,NA,NA,,NA,,NA,NA,,3.8,1.4,0.2,NA,287,22.5,8.88,102.6,8.02,7.1,0.63,NA,,,3,F,10,NA,GP 354,,GOP592,GP 354,GP 354,136708 (Dart),,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.241571081,1.047961616,1.07972518,-0.075807788,0.618603908
GOP550,0.9728,0.0017,0.009,0.0108,0.0012,0.0028,0.0017,0.211995863,LOWER_DARLING,NA,NA,NA,1/5/2018,2017-2018,2017,NA,NA,NA,NA,,-32.90602,142.37234,NA,UNKNOWN,UNKNOWN,LOWER_DARLING,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 1027,Macquaria ambigua,2017-2018,,,,Darling,Karoola Station,,-32.90602,142.37234,1/5/2018,EWKR,,152,NA,,,,NA,NA,,NA,GP 1027,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,D,5,NA,GP 1027,,GOP550,GP 1027,GP 1027,,GP 1027,Darling,1/5/2018,,GP 1027,,,NA,,NA,,,,,,No sample provided,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.211995863,0.913968845,0.941580155,0.056085596,0.67640742
GOP561,0.9437,0.002,0.0075,0.0045,0.012,0.0025,0.0278,0.216747071,LOWER_DARLING,NA,NA,NA,2/5/2018,2017-2018,2017,1,2016,1,NA,,-33.38473,142.56163,NA,UNKNOWN,UNKNOWN,LOWER_DARLING,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 1038,Macquaria ambigua,2017-2018,,,,Darling,Pooncarie,,-33.38473,142.56163,2/5/2018,EWKR,,212,NA,,,,NA,NA,,NA,GP 1038,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,G,6,NA,GP 1038,,GOP561,GP 1038,GP 1038,,GP 1038,Darling,2/5/2018,4,,,LD18 GP51,15,95,35,15_95_35,LD18 GP51,,,,provided as sections ,LD18 GP51,very high confidence in matching genetic code to microchem code,,,Sectioned otolith,K.Krusic-Golub,1,2,1,WT,GP51,0,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.216747071,0.934312876,0.962385856,0.032076611,0.661681295
GOP567,0.9843,0.001,0.001,0.0062,0.001,0.0033,0.0032,0.219655172,LOWER_DARLING,NA,355,3/5/2018,3/5/2018,2017-2018,2017,8,2009,8,NA,,-33.99698,141.91682,NA,UNKNOWN,UNKNOWN,LOWER_DARLING,,M,8,355,580,male,8,2009,3/5/2018,pomona,NA,NA,NA,,GP 1044,Macquaria ambigua,2017-2018,,,,Darling,Pomona,,-33.99698,141.91682,3/5/2018,EWKR,,355,NA,,,,NA,NA,,NA,GP 1044,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,E,7,NA,GP 1044,,GOP567,GP 1044,GP 1044,,GP 1044,Darling,3/5/2018,4,,,LD18 GP60,15,95,41,15_95_41,LD18 GP60,,,,provided as sections ,LD18 GP60,medium confidence in matching genetic code to microchem code,,,Sectioned otolith,K.Krusic-Golub,1,2,8,WT,,0,0.423,0.922,1.099,1.279,1.423,1.609,1.804,2.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176,50-LD18 GP60,MAC AMB,50,ldgp60,NA,355,580,male,8,2009,3/5/2018,pomona,NA,NA,NA,NA,NA,,UNKNOWN,UNKNOWN,0.219655172,0.947622655,0.975844579,0.010330289,0.660116633
